"source","Time","Var","Value","EPU"
"GLORYS",2019,"se_persistence_index",0.0217645338636892,"MAB"
"GLORYS",2019,"extent_index",30.1911764705883,"MAB"
"GLORYS",2019,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2020,"cold_pool_index",1.82542526771283,"MAB"
"GLORYS",2020,"se_cold_pool_index",0.0598682494012696,"MAB"
"GLORYS",2020,"persistence_index",-0.926179926011354,"MAB"
"GLORYS",2020,"se_persistence_index",0.0326438386609006,"MAB"
"GLORYS",2020,"extent_index",-185.808823529412,"MAB"
"GLORYS",2020,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2021,"cold_pool_index",1.80747369667142,"MAB"
"GLORYS",2021,"se_cold_pool_index",0.0351743138720517,"MAB"
"GLORYS",2021,"persistence_index",-0.618172689405678,"MAB"
"GLORYS",2021,"se_persistence_index",0.043351092911455,"MAB"
"GLORYS",2021,"extent_index",-276.808823529412,"MAB"
"GLORYS",2021,"se_extent_index",1.78099421967936,"MAB"
"PSY",2021,"cold_pool_index",1.85592504672878,"MAB"
"PSY",2021,"se_cold_pool_index",0.0516510540230249,"MAB"
"PSY",2021,"persistence_index",0.346064814814815,"MAB"
"PSY",2021,"se_persistence_index",0.0293155162301937,"MAB"
"PSY",2021,"extent_index",-206.808823529412,"MAB"
"PSY",2021,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2022,"cold_pool_index",2.08347286306546,"MAB"
"GLORYS",2022,"se_cold_pool_index",0.0400622318992463,"MAB"
"GLORYS",2022,"persistence_index",-1.11592551752452,"MAB"
"GLORYS",2022,"se_persistence_index",0.0362766073764051,"MAB"
"GLORYS",2022,"extent_index",-305.808823529412,"MAB"
"GLORYS",2022,"se_extent_index",1.78099421967936,"MAB"
"PSY",2022,"cold_pool_index",2.39623122837656,"MAB"
"PSY",2022,"se_cold_pool_index",0.0345374711337953,"MAB"
"PSY",2022,"persistence_index",-0.442372881355932,"MAB"
"PSY",2022,"se_persistence_index",0.0347425519641331,"MAB"
"PSY",2022,"extent_index",-386.808823529412,"MAB"
"PSY",2022,"se_extent_index",1.78099421967936,"MAB"
"GLORYS",2023,"cold_pool_index",0.132508067292395,"MAB"
"GLORYS",2023,"se_cold_pool_index",0.0393348968283128,"MAB"
"GLORYS",2023,"persistence_index",-0.971806496995612,"MAB"
"GLORYS",2023,"se_persistence_index",0.0159532404303827,"MAB"
"GLORYS",2023,"extent_index",-81.8088235294117,"MAB"
"GLORYS",2023,"se_extent_index",1.78099421967936,"MAB"
"PSY",2023,"cold_pool_index",1.20417312758004,"MAB"
"PSY",2023,"se_cold_pool_index",0.0593182667156881,"MAB"
"PSY",2023,"persistence_index",-0.0354477611940299,"MAB"
"PSY",2023,"se_persistence_index",0.024679549371332,"MAB"
"PSY",2023,"extent_index",-101.808823529412,"MAB"
"PSY",2023,"se_extent_index",1.78099421967936,"MAB"
